ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise,ordem_analise_anterior,data_entrada_anterior,data_atualizacao_anterior,diff_ordem,diff_ordem2
527,2024-12-30T19:16:30Z,1774620243,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.226604/2012-41,1774620/24-3,06089071000199,TELEFLEX MEDICAL BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16,603,2024-12-30T19:16:30Z,2025-01-06T12:07:30Z,76,Aguardando análise
528,2024-12-30T20:05:26Z,1774908247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.552424/2018-33,1774908/24-7,19585158000107,CARDINAL HEALTH DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16,604,2024-12-30T20:05:26Z,2025-01-06T12:07:30Z,76,Aguardando análise
529,2024-12-30T20:22:35Z,1775062244,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.456590/2024-58,1775062/24-4,08365527000121,NEOORTHO PRODUTOS ORTOPEDICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16,605,2024-12-30T20:22:35Z,2025-01-06T12:07:30Z,76,Aguardando análise
530,2024-12-30T21:56:13Z,1775501248,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.444641/2011-13,1775501/24-8,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16,606,2024-12-30T21:56:13Z,2025-01-06T12:07:30Z,76,Aguardando análise
531,2024-12-30T22:01:18Z,1775579247,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.444694/2011-90,1775579/24-7,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16,607,2024-12-30T22:01:18Z,2025-01-06T12:07:30Z,76,Aguardando análise
532,2025-01-02T12:51:31Z,1133250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.556935/2022-19,0001133/25-0,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,608,2025-01-02T12:51:31Z,2025-01-06T12:07:30Z,76,Aguardando análise
533,2025-01-02T12:56:57Z,1155253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.556898/2022-31,0001155/25-3,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,609,2025-01-02T12:56:57Z,2025-01-06T12:07:30Z,76,Aguardando análise
534,2025-01-02T13:02:23Z,1182251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.556918/2022-73,0001182/25-1,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,610,2025-01-02T13:02:23Z,2025-01-06T12:07:30Z,76,Aguardando análise
535,2025-01-02T13:21:52Z,1353250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.839241/2018-20,0001353/25-0,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,612,2025-01-02T13:21:52Z,2025-01-06T12:07:30Z,77,Aguardando análise
536,2025-01-02T16:51:07Z,2339251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.254235/2019-89,0002339/25-1,58526047000173,BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,613,2025-01-02T16:51:07Z,2025-01-06T12:07:30Z,77,Aguardando análise
537,2025-01-02T19:17:30Z,3163253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.267495/2021-39,0003163/25-3,13459890000146,HORTRON INDUSTRIA E COMERCIO DE PRODUTOS ELETRONICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,614,2025-01-02T19:17:30Z,2025-01-06T12:07:30Z,77,Aguardando análise
538,2025-01-02T20:10:37Z,3456251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.263592/2014-39,0003456/25-1,02625651000100,"SANFARMA INDÚSTRIA, COMÉRCIO, IMPORTAÇÃO E EXPORTAÇÃO LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,615,2025-01-02T20:10:37Z,2025-01-06T12:07:30Z,77,Aguardando análise
539,2025-01-03T10:41:24Z,4522257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.234799/2022-09,0004522/25-7,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,616,2025-01-03T10:41:24Z,2025-01-06T12:07:30Z,77,Aguardando análise
540,2025-01-03T11:16:29Z,4683251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.796885/2020-31,0004683/25-1,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,617,2025-01-03T11:16:29Z,2025-01-06T12:07:30Z,77,Aguardando análise
541,2025-01-03T11:31:26Z,4730259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.041671/2006-75,0004730/25-9,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,618,2025-01-03T11:31:26Z,2025-01-06T12:07:30Z,77,Aguardando análise
542,2025-01-03T11:37:32Z,4745256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.241777/2018-19,0004745/25-6,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13,619,2025-01-03T11:37:32Z,2025-01-06T12:07:30Z,77,Aguardando análise
543,2025-01-03T17:04:14Z,7129254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.360961/2024-05,0007129/25-4,66581935000117,MONTSERRAT COMERCIAL IMPORTADORA E EXPORTADORA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12,620,2025-01-03T17:04:14Z,2025-01-06T12:07:30Z,77,Aguardando análise
544,2025-01-03T17:29:30Z,7446250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.314611/2019-00,0007446/25-0,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12,621,2025-01-03T17:29:30Z,2025-01-06T12:07:30Z,77,Aguardando análise
545,2025-01-03T17:49:42Z,7557256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.280256/2024-17,0007557/25-6,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12,622,2025-01-03T17:49:42Z,2025-01-06T12:07:30Z,77,Aguardando análise
546,2025-01-03T18:50:55Z,7967250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.352886/2023-10,0007967/25-0,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12,623,2025-01-03T18:50:55Z,2025-01-06T12:07:30Z,77,Aguardando análise
547,2025-01-03T19:05:11Z,8040257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.708856/2014-36,0008040/25-7,61374161000130,BAUMER S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,12,624,2025-01-03T19:05:11Z,2025-01-06T12:07:30Z,77,Aguardando análise
548,2025-01-06T13:28:11Z,11527251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.106506/2022-96,0011527/25-1,30872270000234,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
549,2025-01-06T13:34:26Z,11565250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.406617/2021-19,0011565/25-0,30872270000234,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
550,2025-01-06T14:27:44Z,11904259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.422772/2023-44,0011904/25-9,32978607000137,LOLLY STORE COSPLAY - IMPORTACAO E EXPORTACAO DE ARTIGOS DE OPTICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
551,2025-01-06T15:04:38Z,12127256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.131337/2016-13,0012127/25-6,54516661000101,JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
552,2025-01-06T17:38:24Z,12923257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.448169/2019-14,0012923/25-7,04689134000112,FISHER & PAYKEL DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
553,2025-01-06T17:42:21Z,12961256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.337069/2012-16,0012961/25-6,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
554,2025-01-06T18:56:47Z,13469258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25001.006859/84,0013469/25-8,31116239000155,DENTSPLY IND.COM. LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
555,2025-01-06T19:39:26Z,13879251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.438715/2024-68,0013879/25-1,31245991000104,BHMEDICAL DISTRIBUICAO E IMPORTACAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
556,2025-01-06T19:51:49Z,14009251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.516402/2006-76,0014009/25-1,58268152000150,ABC INSTRUMENTOS CIRURGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
557,2025-01-06T19:59:10Z,14056259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.471805/2006-89,0014056/25-9,58268152000150,ABC INSTRUMENTOS CIRURGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
558,2025-01-07T11:30:30Z,15307255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.171763/2024-61,0015307/25-5,26957486000144,SHOFU DENTAL BRASIL COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,9,NA,NA,NA,NA,Novo
559,2025-01-07T13:01:41Z,15692256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.915089/2021-94,0015692/25-6,03129105000133,TERUMO MEDICAL DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
560,2025-01-07T13:09:41Z,17035252,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.915092/2021-16,0017035/25-2,03129105000133,TERUMO MEDICAL DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
561,2025-01-07T13:30:42Z,17199255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.157577/2013-05,0017199/25-5,67882621000117,JG MORIYA REPRESENTAÇÃO IMPORTADORA EXPORTADORA COMERCIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
562,2025-01-07T13:37:48Z,17257255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.157598/2013-61,0017257/25-5,67882621000117,JG MORIYA REPRESENTAÇÃO IMPORTADORA EXPORTADORA COMERCIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
563,2025-01-07T13:57:56Z,17392250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.251989/2020-11,0017392/25-0,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
564,2025-01-07T14:04:17Z,17442257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.363457/2020-25,0017442/25-7,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
565,2025-01-07T14:09:26Z,17508258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.252025/2020-90,0017508/25-8,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
566,2025-01-07T14:26:14Z,17623251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.655222/2007-90,0017623/25-1,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
567,2025-01-07T14:34:42Z,17714257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.664619/2010-68,0017714/25-7,05106945000106,DENTSCARE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
568,2025-01-07T14:35:36Z,17701252,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.440699/2013-52,0017701/25-2,05915452000117,VOCO DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
569,2025-01-07T14:41:41Z,17752256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.012202/2010-73,0017752/25-6,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
570,2025-01-07T17:45:05Z,19076258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.406001/2011-23,0019076/25-8,61418042000131,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
571,2025-01-07T19:10:04Z,19673256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.482107/2019-23,0019673/25-6,01645409000128,AUTO SUTURE DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
572,2025-01-07T19:20:36Z,19742258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.306979/2012-35,0019742/25-8,04718143000194,VR MEDICAL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
573,2025-01-07T19:51:27Z,20004257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.695125/2021-98,0020004/25-7,61406203000177,SOLOTICA INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
574,2025-01-07T19:55:37Z,20078251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.543817/2020-71,0020078/25-1,33839828000197,NEVE INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
575,2025-01-08T02:14:38Z,21452253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.274777/2022-73,0021452/25-3,19443457000107,GUSMED DO BRASIL COMERCIO E LOCAÇÃO DE PRODUTOS MEDICOS LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,8,NA,NA,NA,NA,Novo
576,2025-01-08T12:53:50Z,22262253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.591688/2021-16,0022262/25-3,13459890000146,HORTRON INDUSTRIA E COMERCIO DE PRODUTOS ELETRONICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
577,2025-01-08T13:27:34Z,23807253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.176701/2002-30,0023807/25-3,42463513000189,OTTO BOCK DO BRASIL TECNICA ORTOPEDICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
578,2025-01-08T13:59:01Z,24008257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.271662/2024-99,0024008/25-7,11666105000109,DELLAMED S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
579,2025-01-08T14:29:24Z,24299251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.093586/2010-85,0024299/25-1,30667695000120,HARTMANN Industria e Comércio de Produtos Médico-Hospitalares Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
580,2025-01-08T18:11:58Z,25782258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.724343/2018-41,0025782/25-8,84833888000133,BIODINAMICA QUIMICA E FARMACEUTICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
581,2025-01-08T19:27:37Z,26344254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.109649/2017-03,0026344/25-4,18272616000187,ARTHREX DO BRASIL IMPORTACAO E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
582,2025-01-08T19:30:06Z,26397251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.049046/2020-20,0026397/25-1,61406203000177,SOLOTICA INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
583,2025-01-08T19:35:33Z,26424258,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.702256/2018-33,0026424/25-8,61406203000177,SOLOTICA INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
584,2025-01-08T19:40:08Z,26445255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.511304/2021-81,0026445/25-5,61406203000177,SOLOTICA INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
585,2025-01-08T20:04:58Z,26624257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.374072/2024-17,0026624/25-7,42077375000108,BAIN MEDICAL SERVIÇOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
586,2025-01-09T03:14:15Z,27960251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.284795/2024-25,0027960/25-1,48192448000180,SCD Tech do Brasil Indústria e Comércio ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
587,2025-01-09T10:28:42Z,28369254,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.621958/2022-01,0028369/25-4,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
588,2025-01-09T10:44:53Z,28376251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.078527/2012-46,0028376/25-1,81591786000160,TDV DENTAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
589,2025-01-09T11:04:50Z,28549252,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.716688/2018-21,0028549/25-2,06374891000122,SELECTA INDUSTRIAL E DISTRIBUIDORA DE ARTIGOS MÉDICOS E HOSPITALARES LTDA - EPP,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
590,2025-01-09T11:51:33Z,28715250,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.280252/2024-39,0028715/25-0,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,7,NA,NA,NA,NA,Novo
591,2025-01-09T13:19:17Z,30563259,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.141489/2018-05,0030563/25-9,10840020000124,VYGON EQUIPAMENTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
592,2025-01-09T14:19:37Z,31108253,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.753481/2018-38,0031108/25-3,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
593,2025-01-09T14:39:41Z,31241255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.711377/2017-95,0031241/25-5,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
594,2025-01-09T14:53:18Z,31423256,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.048609/2023-13,0031423/25-6,45985371000108,3M DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
595,2025-01-09T15:02:15Z,31500251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.072632/2024-00,0031500/25-1,30518247000165,EXCELMED DISTRIBUIDORA DE MATERIAIS MEDICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
596,2025-01-09T16:11:01Z,31702252,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.711407/2017-63,0031702/25-2,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
597,2025-01-09T16:29:11Z,31762255,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.713242/2017-64,0031762/25-5,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
598,2025-01-09T16:38:58Z,31815251,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.143636/2021-29,0031815/25-1,00489050000184,JJGC INDÚSTRIA E COMÉRCIO DE MATERIAIS DENTÁRIOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
599,2025-01-09T16:40:31Z,31825257,80256,MATERIAL – Alteração de notificação – Implementação imediata,2025-01-16T12:07:03Z,25351.596812/2019-15,0031825/25-7,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,6,NA,NA,NA,NA,Novo
