ordem_analise,data_entrada,expediente_numero,codigo_assunto,descricao_assunto,processo_numero,data_atualizacao,processo_texto,expediente_texto,cnpj_numero,razao_social,assunto_numero,assunto_texto,situacao,dias_analise
484,2024-12-12T20:58:09Z,1703371241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351269399200856,2025-01-02T14:35:21Z,25351.269399/2008-58,1703371/24-1,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
485,2024-12-12T20:59:03Z,1703372247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351279644201564,2025-01-02T14:35:21Z,25351.279644/2015-64,1703372/24-7,97127559000119,MK PRODUTOS PARA SAUDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
486,2024-12-12T21:08:56Z,1703544242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351319929200736,2025-01-02T14:35:21Z,25351.319929/2007-35,1703544/24-2,49324221000104,FRESENIUS KABI BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
487,2024-12-12T21:13:40Z,1703548248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351954778202468,2025-01-02T14:35:21Z,25351.954778/2024-67,1703548/24-8,27242576000111,CEDRS - GESTAO EMPRESARIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
488,2024-12-12T21:16:37Z,1703556241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351221708202428,2025-01-02T14:35:21Z,25351.221708/2024-29,1703556/24-1,30722690000153,"GEV COMERCIO, SERVICOS, DISTRIBUICAO, MANUTENCAO E LOCACAO DE MATERIAL HOSPITALAR LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
489,2024-12-12T21:20:14Z,1703591241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351423656202424,2025-01-02T14:35:21Z,25351.423656/2024-23,1703591/24-1,27242576000111,CEDRS - GESTAO EMPRESARIAL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
490,2024-12-13T11:30:10Z,1705091245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351006470202080,2025-01-02T14:35:21Z,25351.006470/2020-80,1705091/24-5,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
491,2024-12-13T11:42:47Z,1705039243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351006473202012,2025-01-02T14:35:21Z,25351.006473/2020-13,1705039/24-3,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
492,2024-12-13T11:48:45Z,1705167241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351032321202076,2025-01-02T14:35:21Z,25351.032321/2020-76,1705167/24-1,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
493,2024-12-13T11:54:07Z,1705191240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351056566202100,2025-01-02T14:35:21Z,25351.056566/2020-99,1705191/24-0,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
494,2024-12-13T12:01:43Z,1705273246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351621260201984,2025-01-02T14:35:21Z,25351.621260/2019-82,1705273/24-6,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
495,2024-12-13T12:07:50Z,1705293247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351621268201948,2025-01-02T14:35:21Z,25351.621268/2019-49,1705293/24-7,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
496,2024-12-13T12:12:48Z,1705259243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351252943201292,2025-01-02T14:35:21Z,25351.252943/2012-93,1705259/24-3,12650667000119,PERAMICAL IND E IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
497,2024-12-13T12:13:06Z,1705308244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351638644201936,2025-01-02T14:35:21Z,25351.638644/2019-34,1705308/24-4,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
498,2024-12-13T12:19:27Z,1705355242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351006472202080,2025-01-02T14:35:21Z,25351.006472/2020-79,1705355/24-2,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
499,2024-12-13T12:29:08Z,1705435246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351006475202012,2025-01-02T14:35:21Z,25351.006475/2020-11,1705435/24-6,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
500,2024-12-13T12:33:34Z,1705448241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351307246201692,2025-01-02T14:35:21Z,25351.307246/2016-91,1705448/24-1,19062556000130,MicroPort Brasil Produtos Médicos Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
501,2024-12-13T12:34:56Z,1705459242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351376566202012,2025-01-02T14:35:21Z,25351.376566/2020-11,1705459/24-2,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
502,2024-12-13T12:35:16Z,1705460241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351252939201236,2025-01-02T14:35:21Z,25351.252939/2012-36,1705460/24-1,12650667000119,PERAMICAL IND E IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
503,2024-12-13T12:40:12Z,1705505244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351740370201944,2025-01-02T14:35:21Z,25351.740370/2019-42,1705505/24-4,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
504,2024-12-13T12:45:53Z,1705526241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351638662201916,2025-01-02T14:35:21Z,25351.638662/2019-16,1705526/24-1,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
505,2024-12-13T12:51:30Z,1705559247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351938517202156,2025-01-02T14:35:21Z,25351.938517/2021-57,1705559/24-7,12333284000117,KURARAY SOUTH AMERICA LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
506,2024-12-13T14:12:02Z,1707678243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351608775201312,2025-01-02T14:35:21Z,25351.608775/2013-11,1707678/24-3,03440703000129,EASY EQUIPAMENTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,20
507,2024-12-13T20:06:38Z,1710451246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351058302201560,2025-01-02T14:35:21Z,25351.058302/2015-62,1710451/24-6,04298106000174,S.I.N. IMPLANT SYSTEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,19
508,2024-12-13T20:15:40Z,1710492244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351563079201032,2025-01-02T14:35:21Z,25351.563079/2010-31,1710492/24-4,04298106000174,S.I.N. IMPLANT SYSTEM LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,19
509,2024-12-13T20:43:28Z,1710635240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351535116201500,2025-01-02T14:35:21Z,25351.535116/2015-00,1710635/24-0,61485900000160,SG TECNOLOGIA CLÍNICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,19
510,2024-12-13T20:47:32Z,1710659246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351377678200540,2025-01-02T14:35:21Z,25351.377678/2005-41,1710659/24-6,05150338000143,MEDSONDA IND E COM DE PRODUTOS HOSPITALARES DESCARTAVEIS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,19
511,2024-12-13T20:48:48Z,1710661241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351411486200732,2025-01-02T14:35:21Z,25351.411486/2007-33,1710661/24-1,01390500000140,INTERMEDIC TECHNOLOGY IMPORTACAO E EXPORTACAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,19
512,2024-12-13T22:19:53Z,1710997249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351649171202388,2025-01-02T14:35:21Z,25351.649171/2023-87,1710997/24-9,04967408000198,EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,19
513,2024-12-16T11:03:29Z,1712954245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351464076201928,2025-01-02T14:35:21Z,25351.464076/2019-29,1712954/24-5,60040599000119,GM DOS REIS INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,17
514,2024-12-16T13:31:31Z,1714974243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351699246202372,2025-01-02T14:35:21Z,25351.699246/2023-71,1714974/24-3,37671083000150,ARTPIG BRASIL IMPORTACAO E DISTRIBUICAO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,17
515,2024-12-16T13:52:28Z,1715136241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351276121200412,2025-01-02T14:35:21Z,25351.276121/2004-11,1715136/24-1,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,17
516,2024-12-16T14:20:19Z,1715454243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351586451201456,2025-01-02T14:35:21Z,25351.586451/2014-58,1715454/24-3,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,17
517,2024-12-16T14:30:58Z,1715502248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351586398201412,2025-01-02T14:35:21Z,25351.586398/2014-11,1715502/24-8,02794555000340,COLOPLAST DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,17
518,2024-12-16T18:32:44Z,1716919240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351689827202132,2025-01-02T14:35:21Z,25351.689827/2021-32,1716919/24-0,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16
519,2024-12-16T19:08:44Z,1717230245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351369420202432,2025-01-02T14:35:21Z,25351.369420/2024-34,1717230/24-5,33425331000122,VIGODENT INDUSTRIA E COMERCIO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16
520,2024-12-16T19:57:25Z,1717653243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351001756201608,2025-01-02T14:35:21Z,25351.001756/2016-10,1717653/24-3,03135603000199,"WELCH ALLYN DO BRASIL, COMÉRCIO DE EQUIPAMENTOS MÉDICOS LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16
521,2024-12-17T12:24:09Z,1719938245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351681780201944,2025-01-02T14:35:21Z,25351.681780/2019-44,1719938/24-5,15678981000106,RICHARD WOLF BRASIL EQUIPAMENTOS MEDICINAIS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,16
522,2024-12-17T16:45:31Z,1723136247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351736279201408,2025-01-02T14:35:21Z,25351.736279/2014-07,1723136/24-7,54516661000101,JOHNSON  & JOHNSON DO BRASIL INDÚSTRIA E COMÉRCIO DE PRODUTOS PARA SAÚDE LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
523,2024-12-17T19:17:13Z,1724338242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351671154201404,2025-01-02T14:35:21Z,25351.671154/2014-04,1724338/24-2,10978692000109,AMPLITUDE LATIN AMERICA S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
524,2024-12-17T19:18:19Z,1724343246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351264119201976,2025-01-02T14:35:21Z,25351.264119/2019-78,1724343/24-6,23378089000120,CML - CENTRO MEDICO LOGISTICO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
525,2024-12-17T19:28:13Z,1724482246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351264194201940,2025-01-02T14:35:21Z,25351.264194/2019-39,1724482/24-6,23378089000120,CML - CENTRO MEDICO LOGISTICO LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
526,2024-12-17T20:02:18Z,1724839241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351725936201588,2025-01-02T14:35:21Z,25351.725936/2015-89,1724839/24-1,58426628000133,SAMTRONIC INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
527,2024-12-17T20:07:59Z,1724891243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351579134201312,2025-01-02T14:35:21Z,25351.579134/2013-11,1724891/24-3,58426628000133,SAMTRONIC INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
528,2024-12-17T20:18:31Z,1724994247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351749774201332,2025-01-02T14:35:21Z,25351.749774/2013-31,1724994/24-7,58426628000133,SAMTRONIC INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
529,2024-12-18T00:45:23Z,1725730243,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351373565202432,2025-01-02T14:35:21Z,25351.373565/2024-30,1725730/24-3,01209413000143,WELFARE IMP. DE PROD. MÉDICO-ODONTOLÓGICOS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
530,2024-12-18T11:54:00Z,1726342247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351109981201624,2025-01-02T14:35:21Z,25351.109981/2016-23,1726342/24-7,60040599000119,GM DOS REIS INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
531,2024-12-18T12:51:26Z,1726641244,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351055043201248,2025-01-02T14:35:21Z,25351.055043/2012-49,1726641/24-4,65478018000149,CLOROVALE DIAMANTES INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
532,2024-12-18T13:19:18Z,1728069246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351387791202408,2025-01-02T14:35:21Z,25351.387791/2024-06,1728069/24-6,00028682000140,PROMEDON DO BRASIL PRODUTOS MEDICO HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
533,2024-12-18T13:58:57Z,1728413249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351027279201144,2025-01-02T14:35:21Z,25351.027279/2011-44,1728413/24-9,02966317000102,STRYKER DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
534,2024-12-18T14:07:48Z,1728560241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351099462201936,2025-01-02T14:35:21Z,25351.099462/2019-35,1728560/24-1,04998723000182,COOPERVISION DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
535,2024-12-18T14:28:37Z,1728667241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351011138202208,2025-01-02T14:35:21Z,25351.011138/2022-07,1728667/24-1,65478018000149,CLOROVALE DIAMANTES INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
536,2024-12-18T14:34:43Z,1728746248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351091563202424,2025-01-02T14:35:21Z,25351.091563/2024-25,1728746/24-8,44160434000124,REVERT INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
537,2024-12-18T14:35:12Z,1728748241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351328690201052,2025-01-02T14:35:21Z,25351.328690/2010-51,1728748/24-1,21551379000106,BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,15
538,2024-12-18T14:53:03Z,1728908248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351080853202444,2025-01-02T14:35:21Z,25351.080853/2024-43,1728908/24-8,44160434000124,REVERT INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
539,2024-12-18T14:56:29Z,1728929245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351764505202180,2025-01-02T14:35:21Z,25351.764505/2021-80,1728929/24-5,65478018000149,CLOROVALE DIAMANTES INDUSTRIA E COMERCIO LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
540,2024-12-18T16:51:05Z,1729641245,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351218385201420,2025-01-02T14:35:21Z,25351.218385/2014-21,1729641/24-5,58526047000173,BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
541,2024-12-18T17:04:00Z,1729742246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351462758202032,2025-01-02T14:35:21Z,25351.462758/2020-31,1729742/24-6,21551379000106,BECTON DICKINSON INDÚSTRIAS CIRÚRGICAS LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
542,2024-12-18T17:48:52Z,1730127240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351241143200888,2025-01-02T14:35:21Z,25351.241143/2008-86,1730127/24-0,05823205000190,MAQUIRA INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
543,2024-12-18T18:37:08Z,1730565247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351492821202224,2025-01-02T14:35:21Z,25351.492821/2022-25,1730565/24-7,18016750000117,Bone Heal Indústria e Comércio Ltda,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
544,2024-12-18T19:10:05Z,1730874240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351074725201900,2025-01-02T14:35:21Z,25351.074725/2019-01,1730874/24-0,02357251000153,LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MEDICOS E HOSPITALARES S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
545,2024-12-19T11:58:56Z,1733738240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351045439202316,2025-01-02T14:35:21Z,25351.045439/2023-15,1733738/24-0,17910635000129,Avenca Indústria Cosmética LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
546,2024-12-19T12:43:34Z,1734056240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351223494201968,2025-01-02T14:35:21Z,25351.223494/2019-68,1734056/24-0,58526047000173,BIOMECÂNICA INDÚSTRIA E COMÉRCIO DE PRODUTOS ORTOPÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
547,2024-12-19T13:10:39Z,1735466247,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351035401201404,2025-01-02T14:35:21Z,25351.035401/2014-04,1735466/24-7,05915452000117,VOCO DO BRASIL LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
548,2024-12-19T13:23:38Z,1735541249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351169925201516,2025-01-02T14:35:21Z,25351.169925/2015-17,1735541/24-9,02357251000153,LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MEDICOS E HOSPITALARES S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
549,2024-12-19T13:35:24Z,1735619248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351391642201976,2025-01-02T14:35:21Z,25351.391642/2019-76,1735619/24-8,02357251000153,LIFEMED INDUSTRIAL DE EQUIPAMENTOS E ARTIGOS MEDICOS E HOSPITALARES S.A.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
550,2024-12-19T13:56:40Z,1735730246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351399738201528,2025-01-02T14:35:21Z,25351.399738/2015-26,1735730/24-6,00257992000137,ANGELUS INDÚSTRIA DE PRODUTOS ODONTOLÓGICOS S/A,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
551,2024-12-19T14:17:06Z,1736030248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351561951202304,2025-01-02T14:35:21Z,25351.561951/2023-04,1736030/24-8,25256956000180,"SINAPSE SURGICAL, COMERCIO, SERVICO, IMPORTACAO E EXPORTACAO DE ARTIGOS MEDICOS E HOSPITALARES LTDA",80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,14
552,2024-12-19T14:38:57Z,1736235249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351397907201152,2025-01-02T14:35:21Z,25351.397907/2011-54,1736235/24-9,02551718000100,EMFILS - INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
553,2024-12-19T16:02:20Z,1736657241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351404042202440,2025-01-02T14:35:21Z,25351.404042/2024-42,1736657/24-1,08832121000101,ORTOSPINE COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAL HOSPITALAR LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
554,2024-12-19T16:37:03Z,1736823248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351407630202440,2025-01-02T14:35:21Z,25351.407630/2024-38,1736823/24-8,08832121000101,ORTOSPINE COMERCIO IMPORTACAO E EXPORTACAO DE MATERIAL HOSPITALAR LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
555,2024-12-19T17:13:53Z,1736996240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351690211201088,2025-01-02T14:35:21Z,25351.690211/2010-88,1736996/24-0,42463513000189,OTTO BOCK DO BRASIL TECNICA ORTOPEDICA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
556,2024-12-19T17:27:41Z,1737178249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351639734202168,2025-01-02T14:35:21Z,25351.639734/2021-67,1737178/24-9,61418042000131,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
557,2024-12-19T17:40:30Z,1737271249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351417364202452,2025-01-02T14:35:21Z,25351.417364/2024-51,1737271/24-9,01784792000103,EQUIPLEX INDUSTRIA FARMACEUTICA LTDA -,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
558,2024-12-19T17:41:48Z,1737280248,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351351032201312,2025-01-02T14:35:21Z,25351.351032/2013-11,1737280/24-8,01645409000128,AUTO SUTURE DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
559,2024-12-19T17:43:14Z,1737286246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351159748202012,2025-01-02T14:35:21Z,25351.159748/2020-11,1737286/24-6,61418042000131,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
560,2024-12-19T17:53:09Z,1737367246,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351347717201384,2025-01-02T14:35:21Z,25351.347717/2013-82,1737367/24-6,01645409000128,AUTO SUTURE DO BRASIL LTDA.,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
561,2024-12-19T18:25:56Z,1737601249,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351423533202492,2025-01-02T14:35:21Z,25351.423533/2024-92,1737601/24-9,33250713000162,H STRATTNER E CIA LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
562,2024-12-19T18:27:42Z,1737615240,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351414491201576,2025-01-02T14:35:21Z,25351.414491/2015-76,1737615/24-0,61418042000131,CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
563,2024-12-19T18:32:18Z,1737588242,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351658212201940,2025-01-02T14:35:21Z,25351.658212/2019-40,1737588/24-2,08474646000112,FORTECARE INDÚSTRIA DE PRODUTOS MÉDICOS LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
564,2024-12-19T19:00:00Z,1737861241,80256,MATERIAL – Alteração de notificação – Implementação imediata,25351643183202136,2025-01-02T14:35:21Z,25351.643183/2021-36,1737861/24-1,14697578000153,R3A MEDICAL INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA,80256,MATERIAL – Alteração de notificação – Implementação imediata,Distribuído para a área responsável,13
